filepath,thesis_group,template,timeframe,description,params
thesis_04_microstructure_flow/T04-D_w10_s2_0_15min_1049.py,04,T04-D_w10_s2.0,15min,"Whale Footprint (w=10, sigma=2.0)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20;whale_sigma=2.0;whale_window=10"
thesis_04_microstructure_flow/T04-D_w10_s2_0_30min_1050.py,04,T04-D_w10_s2.0,30min,"Whale Footprint (w=10, sigma=2.0)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26;whale_sigma=2.0;whale_window=10"
thesis_04_microstructure_flow/T04-D_w10_s2_5_5min_1051.py,04,T04-D_w10_s2.5,5min,"Whale Footprint (w=10, sigma=2.5)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14;whale_sigma=2.5;whale_window=10"
thesis_04_microstructure_flow/T04-D_w10_s2_5_15min_1052.py,04,T04-D_w10_s2.5,15min,"Whale Footprint (w=10, sigma=2.5)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20;whale_sigma=2.5;whale_window=10"
thesis_04_microstructure_flow/T04-D_w10_s2_5_30min_1053.py,04,T04-D_w10_s2.5,30min,"Whale Footprint (w=10, sigma=2.5)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26;whale_sigma=2.5;whale_window=10"
thesis_04_microstructure_flow/T04-D_w20_s1_5_5min_1054.py,04,T04-D_w20_s1.5,5min,"Whale Footprint (w=20, sigma=1.5)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14;whale_sigma=1.5;whale_window=20"
thesis_04_microstructure_flow/T04-D_w20_s1_5_15min_1055.py,04,T04-D_w20_s1.5,15min,"Whale Footprint (w=20, sigma=1.5)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20;whale_sigma=1.5;whale_window=20"
thesis_04_microstructure_flow/T04-D_w20_s1_5_30min_1056.py,04,T04-D_w20_s1.5,30min,"Whale Footprint (w=20, sigma=1.5)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26;whale_sigma=1.5;whale_window=20"
thesis_04_microstructure_flow/T04-D_w20_s2_0_5min_1057.py,04,T04-D_w20_s2.0,5min,"Whale Footprint (w=20, sigma=2.0)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14;whale_sigma=2.0;whale_window=20"
thesis_04_microstructure_flow/T04-D_w20_s2_0_15min_1058.py,04,T04-D_w20_s2.0,15min,"Whale Footprint (w=20, sigma=2.0)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20;whale_sigma=2.0;whale_window=20"
thesis_04_microstructure_flow/T04-D_w20_s2_0_30min_1059.py,04,T04-D_w20_s2.0,30min,"Whale Footprint (w=20, sigma=2.0)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26;whale_sigma=2.0;whale_window=20"
thesis_04_microstructure_flow/T04-D_w20_s2_5_5min_1060.py,04,T04-D_w20_s2.5,5min,"Whale Footprint (w=20, sigma=2.5)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14;whale_sigma=2.5;whale_window=20"
thesis_04_microstructure_flow/T04-D_w20_s2_5_15min_1061.py,04,T04-D_w20_s2.5,15min,"Whale Footprint (w=20, sigma=2.5)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20;whale_sigma=2.5;whale_window=20"
thesis_04_microstructure_flow/T04-D_w20_s2_5_30min_1062.py,04,T04-D_w20_s2.5,30min,"Whale Footprint (w=20, sigma=2.5)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26;whale_sigma=2.5;whale_window=20"
thesis_04_microstructure_flow/T04-D_w34_s1_5_5min_1063.py,04,T04-D_w34_s1.5,5min,"Whale Footprint (w=34, sigma=1.5)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14;whale_sigma=1.5;whale_window=34"
thesis_04_microstructure_flow/T04-D_w34_s1_5_15min_1064.py,04,T04-D_w34_s1.5,15min,"Whale Footprint (w=34, sigma=1.5)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20;whale_sigma=1.5;whale_window=34"
thesis_04_microstructure_flow/T04-D_w34_s1_5_30min_1065.py,04,T04-D_w34_s1.5,30min,"Whale Footprint (w=34, sigma=1.5)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26;whale_sigma=1.5;whale_window=34"
thesis_04_microstructure_flow/T04-D_w34_s2_0_5min_1066.py,04,T04-D_w34_s2.0,5min,"Whale Footprint (w=34, sigma=2.0)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14;whale_sigma=2.0;whale_window=34"
thesis_04_microstructure_flow/T04-D_w34_s2_0_15min_1067.py,04,T04-D_w34_s2.0,15min,"Whale Footprint (w=34, sigma=2.0)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20;whale_sigma=2.0;whale_window=34"
thesis_04_microstructure_flow/T04-D_w34_s2_0_30min_1068.py,04,T04-D_w34_s2.0,30min,"Whale Footprint (w=34, sigma=2.0)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26;whale_sigma=2.0;whale_window=34"
thesis_04_microstructure_flow/T04-D_w34_s2_5_5min_1069.py,04,T04-D_w34_s2.5,5min,"Whale Footprint (w=34, sigma=2.5)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14;whale_sigma=2.5;whale_window=34"
thesis_04_microstructure_flow/T04-D_w34_s2_5_15min_1070.py,04,T04-D_w34_s2.5,15min,"Whale Footprint (w=34, sigma=2.5)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20;whale_sigma=2.5;whale_window=34"
thesis_04_microstructure_flow/T04-D_w34_s2_5_30min_1071.py,04,T04-D_w34_s2.5,30min,"Whale Footprint (w=34, sigma=2.5)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26;whale_sigma=2.5;whale_window=34"
thesis_04_microstructure_flow/T04-E_f3_s10_5min_1072.py,04,T04-E_f3_s10,5min,"AD Osc Divergence (fast=3, slow=10)","adosc_fast=3;adosc_slow=10;adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_04_microstructure_flow/T04-E_f3_s10_15min_1073.py,04,T04-E_f3_s10,15min,"AD Osc Divergence (fast=3, slow=10)","adosc_fast=3;adosc_slow=10;adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_04_microstructure_flow/T04-E_f3_s10_30min_1074.py,04,T04-E_f3_s10,30min,"AD Osc Divergence (fast=3, slow=10)","adosc_fast=3;adosc_slow=10;adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_04_microstructure_flow/T04-E_f5_s14_5min_1075.py,04,T04-E_f5_s14,5min,"AD Osc Divergence (fast=5, slow=14)","adosc_fast=5;adosc_slow=14;adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_04_microstructure_flow/T04-E_f5_s14_15min_1076.py,04,T04-E_f5_s14,15min,"AD Osc Divergence (fast=5, slow=14)","adosc_fast=5;adosc_slow=14;adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_04_microstructure_flow/T04-E_f5_s14_30min_1077.py,04,T04-E_f5_s14,30min,"AD Osc Divergence (fast=5, slow=14)","adosc_fast=5;adosc_slow=14;adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_04_microstructure_flow/T04-F_o10_5min_1078.py,04,T04-F_o10,5min,"OBV Trend (obv=10)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;obv_window=10;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_04_microstructure_flow/T04-F_o10_15min_1079.py,04,T04-F_o10,15min,"OBV Trend (obv=10)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;obv_window=10;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_04_microstructure_flow/T04-F_o10_30min_1080.py,04,T04-F_o10,30min,"OBV Trend (obv=10)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;obv_window=10;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_04_microstructure_flow/T04-F_o20_5min_1081.py,04,T04-F_o20,5min,"OBV Trend (obv=20)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;obv_window=20;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_04_microstructure_flow/T04-F_o20_15min_1082.py,04,T04-F_o20,15min,"OBV Trend (obv=20)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;obv_window=20;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_04_microstructure_flow/T04-F_o20_30min_1083.py,04,T04-F_o20,30min,"OBV Trend (obv=20)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;obv_window=20;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_04_microstructure_flow/T04-F_o34_5min_1084.py,04,T04-F_o34,5min,"OBV Trend (obv=34)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;obv_window=34;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_04_microstructure_flow/T04-F_o34_15min_1085.py,04,T04-F_o34,15min,"OBV Trend (obv=34)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;obv_window=34;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_04_microstructure_flow/T04-F_o34_30min_1086.py,04,T04-F_o34,30min,"OBV Trend (obv=34)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;obv_window=34;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_04_microstructure_flow/T04-G_i10_5min_1087.py,04,T04-G_i10,5min,"Volume Flow Imbalance (w=10)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;imbalance_window=10;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_04_microstructure_flow/T04-G_i10_15min_1088.py,04,T04-G_i10,15min,"Volume Flow Imbalance (w=10)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;imbalance_window=10;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_04_microstructure_flow/T04-G_i10_30min_1089.py,04,T04-G_i10,30min,"Volume Flow Imbalance (w=10)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;imbalance_window=10;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_04_microstructure_flow/T04-G_i20_5min_1090.py,04,T04-G_i20,5min,"Volume Flow Imbalance (w=20)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;imbalance_window=20;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_04_microstructure_flow/T04-G_i20_15min_1091.py,04,T04-G_i20,15min,"Volume Flow Imbalance (w=20)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;imbalance_window=20;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_04_microstructure_flow/T04-G_i20_30min_1092.py,04,T04-G_i20,30min,"Volume Flow Imbalance (w=20)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;imbalance_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_04_microstructure_flow/T04-G_i34_5min_1093.py,04,T04-G_i34,5min,"Volume Flow Imbalance (w=34)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;imbalance_window=34;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_04_microstructure_flow/T04-G_i34_15min_1094.py,04,T04-G_i34,15min,"Volume Flow Imbalance (w=34)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;imbalance_window=34;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_04_microstructure_flow/T04-G_i34_30min_1095.py,04,T04-G_i34,30min,"Volume Flow Imbalance (w=34)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;imbalance_window=34;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_05_cross_market_correlation/T05-A_b10_z2_0_15min_1096.py,05,T05-A_b10_z2.0,15min,"Spread Z-score (beta=10, z=2.0)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;beta_window=10;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20;z_entry=2.0"
thesis_05_cross_market_correlation/T05-A_b10_z2_0_30min_1097.py,05,T05-A_b10_z2.0,30min,"Spread Z-score (beta=10, z=2.0)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;beta_window=10;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26;z_entry=2.0"
thesis_05_cross_market_correlation/T05-A_b10_z2_0_60min_1098.py,05,T05-A_b10_z2.0,60min,"Spread Z-score (beta=10, z=2.0)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;beta_window=10;ema_window=30;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34;z_entry=2.0"
thesis_05_cross_market_correlation/T05-A_b10_z2_5_15min_1099.py,05,T05-A_b10_z2.5,15min,"Spread Z-score (beta=10, z=2.5)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;beta_window=10;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20;z_entry=2.5"
thesis_05_cross_market_correlation/T05-A_b10_z2_5_30min_1100.py,05,T05-A_b10_z2.5,30min,"Spread Z-score (beta=10, z=2.5)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;beta_window=10;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26;z_entry=2.5"
thesis_05_cross_market_correlation/T05-A_b10_z2_5_60min_1101.py,05,T05-A_b10_z2.5,60min,"Spread Z-score (beta=10, z=2.5)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;beta_window=10;ema_window=30;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34;z_entry=2.5"
thesis_05_cross_market_correlation/T05-A_b10_z3_0_15min_1102.py,05,T05-A_b10_z3.0,15min,"Spread Z-score (beta=10, z=3.0)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;beta_window=10;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20;z_entry=3.0"
thesis_05_cross_market_correlation/T05-A_b10_z3_0_30min_1103.py,05,T05-A_b10_z3.0,30min,"Spread Z-score (beta=10, z=3.0)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;beta_window=10;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26;z_entry=3.0"
thesis_05_cross_market_correlation/T05-A_b10_z3_0_60min_1104.py,05,T05-A_b10_z3.0,60min,"Spread Z-score (beta=10, z=3.0)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;beta_window=10;ema_window=30;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34;z_entry=3.0"
thesis_05_cross_market_correlation/T05-A_b20_z2_0_15min_1105.py,05,T05-A_b20_z2.0,15min,"Spread Z-score (beta=20, z=2.0)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;beta_window=20;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20;z_entry=2.0"
thesis_05_cross_market_correlation/T05-A_b20_z2_0_30min_1106.py,05,T05-A_b20_z2.0,30min,"Spread Z-score (beta=20, z=2.0)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;beta_window=20;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26;z_entry=2.0"
thesis_05_cross_market_correlation/T05-A_b20_z2_0_60min_1107.py,05,T05-A_b20_z2.0,60min,"Spread Z-score (beta=20, z=2.0)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;beta_window=20;ema_window=30;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34;z_entry=2.0"
thesis_05_cross_market_correlation/T05-A_b20_z2_5_15min_1108.py,05,T05-A_b20_z2.5,15min,"Spread Z-score (beta=20, z=2.5)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;beta_window=20;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20;z_entry=2.5"
thesis_05_cross_market_correlation/T05-A_b20_z2_5_30min_1109.py,05,T05-A_b20_z2.5,30min,"Spread Z-score (beta=20, z=2.5)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;beta_window=20;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26;z_entry=2.5"
thesis_05_cross_market_correlation/T05-A_b20_z2_5_60min_1110.py,05,T05-A_b20_z2.5,60min,"Spread Z-score (beta=20, z=2.5)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;beta_window=20;ema_window=30;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34;z_entry=2.5"
thesis_05_cross_market_correlation/T05-A_b20_z3_0_15min_1111.py,05,T05-A_b20_z3.0,15min,"Spread Z-score (beta=20, z=3.0)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;beta_window=20;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20;z_entry=3.0"
thesis_05_cross_market_correlation/T05-A_b20_z3_0_30min_1112.py,05,T05-A_b20_z3.0,30min,"Spread Z-score (beta=20, z=3.0)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;beta_window=20;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26;z_entry=3.0"
thesis_05_cross_market_correlation/T05-A_b20_z3_0_60min_1113.py,05,T05-A_b20_z3.0,60min,"Spread Z-score (beta=20, z=3.0)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;beta_window=20;ema_window=30;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34;z_entry=3.0"
thesis_05_cross_market_correlation/T05-A_b34_z2_0_15min_1114.py,05,T05-A_b34_z2.0,15min,"Spread Z-score (beta=34, z=2.0)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;beta_window=34;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20;z_entry=2.0"
thesis_05_cross_market_correlation/T05-A_b34_z2_0_30min_1115.py,05,T05-A_b34_z2.0,30min,"Spread Z-score (beta=34, z=2.0)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;beta_window=34;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26;z_entry=2.0"
thesis_05_cross_market_correlation/T05-A_b34_z2_0_60min_1116.py,05,T05-A_b34_z2.0,60min,"Spread Z-score (beta=34, z=2.0)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;beta_window=34;ema_window=30;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34;z_entry=2.0"
thesis_05_cross_market_correlation/T05-A_b34_z2_5_15min_1117.py,05,T05-A_b34_z2.5,15min,"Spread Z-score (beta=34, z=2.5)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;beta_window=34;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20;z_entry=2.5"
thesis_05_cross_market_correlation/T05-A_b34_z2_5_30min_1118.py,05,T05-A_b34_z2.5,30min,"Spread Z-score (beta=34, z=2.5)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;beta_window=34;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26;z_entry=2.5"
thesis_05_cross_market_correlation/T05-A_b34_z2_5_60min_1119.py,05,T05-A_b34_z2.5,60min,"Spread Z-score (beta=34, z=2.5)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;beta_window=34;ema_window=30;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34;z_entry=2.5"
thesis_05_cross_market_correlation/T05-A_b34_z3_0_15min_1120.py,05,T05-A_b34_z3.0,15min,"Spread Z-score (beta=34, z=3.0)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;beta_window=34;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20;z_entry=3.0"
thesis_05_cross_market_correlation/T05-A_b34_z3_0_30min_1121.py,05,T05-A_b34_z3.0,30min,"Spread Z-score (beta=34, z=3.0)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;beta_window=34;ema_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26;z_entry=3.0"
