filepath,thesis_group,template,timeframe,description,params
thesis_01_rolling_mean_quantile/T01-A_volume_15min_0262.py,01,T01-A_volume,15min,"Price vs Rolling Mean (volume)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=5;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_volume_15min_0263.py,01,T01-A_volume,15min,"Price vs Rolling Mean (volume)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=8;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_volume_15min_0264.py,01,T01-A_volume,15min,"Price vs Rolling Mean (volume)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=10;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_volume_15min_0265.py,01,T01-A_volume,15min,"Price vs Rolling Mean (volume)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=14;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_volume_15min_0266.py,01,T01-A_volume,15min,"Price vs Rolling Mean (volume)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=20;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_volume_15min_0267.py,01,T01-A_volume,15min,"Price vs Rolling Mean (volume)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=30;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_volume_15min_0268.py,01,T01-A_volume,15min,"Price vs Rolling Mean (volume)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=50;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_volume_15min_0269.py,01,T01-A_volume,15min,"Price vs Rolling Mean (volume)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=100;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_volume_15min_0270.py,01,T01-A_volume,15min,"Price vs Rolling Mean (volume)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=200;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_volume_30min_0271.py,01,T01-A_volume,30min,"Price vs Rolling Mean (volume)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=5;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_volume_30min_0272.py,01,T01-A_volume,30min,"Price vs Rolling Mean (volume)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=8;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_volume_30min_0273.py,01,T01-A_volume,30min,"Price vs Rolling Mean (volume)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=10;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_volume_30min_0274.py,01,T01-A_volume,30min,"Price vs Rolling Mean (volume)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=14;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_volume_30min_0275.py,01,T01-A_volume,30min,"Price vs Rolling Mean (volume)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=20;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_volume_30min_0276.py,01,T01-A_volume,30min,"Price vs Rolling Mean (volume)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=30;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_volume_30min_0277.py,01,T01-A_volume,30min,"Price vs Rolling Mean (volume)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=50;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_volume_30min_0278.py,01,T01-A_volume,30min,"Price vs Rolling Mean (volume)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=100;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_volume_30min_0279.py,01,T01-A_volume,30min,"Price vs Rolling Mean (volume)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=200;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_volume_60min_0280.py,01,T01-A_volume,60min,"Price vs Rolling Mean (volume)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=5;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_volume_60min_0281.py,01,T01-A_volume,60min,"Price vs Rolling Mean (volume)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=8;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_volume_60min_0282.py,01,T01-A_volume,60min,"Price vs Rolling Mean (volume)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=10;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_volume_60min_0283.py,01,T01-A_volume,60min,"Price vs Rolling Mean (volume)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=14;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_volume_60min_0284.py,01,T01-A_volume,60min,"Price vs Rolling Mean (volume)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=20;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_volume_60min_0285.py,01,T01-A_volume,60min,"Price vs Rolling Mean (volume)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=30;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_volume_60min_0286.py,01,T01-A_volume,60min,"Price vs Rolling Mean (volume)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=50;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_volume_60min_0287.py,01,T01-A_volume,60min,"Price vs Rolling Mean (volume)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=100;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_volume_60min_0288.py,01,T01-A_volume,60min,"Price vs Rolling Mean (volume)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=200;price_source_def=volume_raw = self.data.pv_volume;price_source_series=volume_raw;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_5min_0289.py,01,T01-A_vwap_px,5min,"Price vs Rolling Mean (vwap_px)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;mean_window=5;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_5min_0290.py,01,T01-A_vwap_px,5min,"Price vs Rolling Mean (vwap_px)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;mean_window=8;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_5min_0291.py,01,T01-A_vwap_px,5min,"Price vs Rolling Mean (vwap_px)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;mean_window=10;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_5min_0292.py,01,T01-A_vwap_px,5min,"Price vs Rolling Mean (vwap_px)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;mean_window=14;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_5min_0293.py,01,T01-A_vwap_px,5min,"Price vs Rolling Mean (vwap_px)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;mean_window=20;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_5min_0294.py,01,T01-A_vwap_px,5min,"Price vs Rolling Mean (vwap_px)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;mean_window=30;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_5min_0295.py,01,T01-A_vwap_px,5min,"Price vs Rolling Mean (vwap_px)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;mean_window=50;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_5min_0296.py,01,T01-A_vwap_px,5min,"Price vs Rolling Mean (vwap_px)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;mean_window=100;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_5min_0297.py,01,T01-A_vwap_px,5min,"Price vs Rolling Mean (vwap_px)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;mean_window=200;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_15min_0298.py,01,T01-A_vwap_px,15min,"Price vs Rolling Mean (vwap_px)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=5;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_15min_0299.py,01,T01-A_vwap_px,15min,"Price vs Rolling Mean (vwap_px)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=8;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_15min_0300.py,01,T01-A_vwap_px,15min,"Price vs Rolling Mean (vwap_px)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=10;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_15min_0301.py,01,T01-A_vwap_px,15min,"Price vs Rolling Mean (vwap_px)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=14;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_15min_0302.py,01,T01-A_vwap_px,15min,"Price vs Rolling Mean (vwap_px)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=20;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_15min_0303.py,01,T01-A_vwap_px,15min,"Price vs Rolling Mean (vwap_px)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=30;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_15min_0304.py,01,T01-A_vwap_px,15min,"Price vs Rolling Mean (vwap_px)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=50;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_15min_0305.py,01,T01-A_vwap_px,15min,"Price vs Rolling Mean (vwap_px)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=100;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_15min_0306.py,01,T01-A_vwap_px,15min,"Price vs Rolling Mean (vwap_px)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;mean_window=200;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_30min_0307.py,01,T01-A_vwap_px,30min,"Price vs Rolling Mean (vwap_px)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=5;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_30min_0308.py,01,T01-A_vwap_px,30min,"Price vs Rolling Mean (vwap_px)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=8;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_30min_0309.py,01,T01-A_vwap_px,30min,"Price vs Rolling Mean (vwap_px)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=10;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_30min_0310.py,01,T01-A_vwap_px,30min,"Price vs Rolling Mean (vwap_px)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=14;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_30min_0311.py,01,T01-A_vwap_px,30min,"Price vs Rolling Mean (vwap_px)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=20;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_30min_0312.py,01,T01-A_vwap_px,30min,"Price vs Rolling Mean (vwap_px)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=30;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_30min_0313.py,01,T01-A_vwap_px,30min,"Price vs Rolling Mean (vwap_px)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=50;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_30min_0314.py,01,T01-A_vwap_px,30min,"Price vs Rolling Mean (vwap_px)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=100;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_30min_0315.py,01,T01-A_vwap_px,30min,"Price vs Rolling Mean (vwap_px)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;mean_window=200;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_60min_0316.py,01,T01-A_vwap_px,60min,"Price vs Rolling Mean (vwap_px)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=5;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_60min_0317.py,01,T01-A_vwap_px,60min,"Price vs Rolling Mean (vwap_px)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=8;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_60min_0318.py,01,T01-A_vwap_px,60min,"Price vs Rolling Mean (vwap_px)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=10;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_60min_0319.py,01,T01-A_vwap_px,60min,"Price vs Rolling Mean (vwap_px)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=14;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_60min_0320.py,01,T01-A_vwap_px,60min,"Price vs Rolling Mean (vwap_px)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=20;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_60min_0321.py,01,T01-A_vwap_px,60min,"Price vs Rolling Mean (vwap_px)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=30;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_60min_0322.py,01,T01-A_vwap_px,60min,"Price vs Rolling Mean (vwap_px)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=50;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_60min_0323.py,01,T01-A_vwap_px,60min,"Price vs Rolling Mean (vwap_px)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=100;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-A_vwap_px_60min_0324.py,01,T01-A_vwap_px,60min,"Price vs Rolling Mean (vwap_px)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;mean_window=200;price_source_def=vwap_px = self.feat.vwap(high, low, close, volume);price_source_series=vwap_px;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_01_rolling_mean_quantile/T01-B_5min_0325.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=5;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=20;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0326.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=5;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=34;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0327.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=5;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=50;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0328.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=5;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=100;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0329.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=5;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=200;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0330.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=8;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=20;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0331.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=8;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=34;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0332.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=8;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=50;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0333.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=8;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=100;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0334.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=8;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=200;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0335.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=10;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=20;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0336.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=10;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=34;vol_window=14"
thesis_01_rolling_mean_quantile/T01-B_5min_0337.py,01,T01-B,5min,"Rolling Mean Crossover","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;fast_window=10;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;slow_window=50;vol_window=14"
